time,state,accel,vel,alt,roll,s1,s2,s3,ax,ay,az,gx,gy,gz,baro,temp,target
9,3,29.32211,83,-0.5774288,256.625,90,90,90,10.419241,12.902225,29.32211,256.625,1.5625,-91.3125,-27.858438,18.55,0
21,3,29.460749,83,-0.5823784,257.3125,90,85,85,-2.734754,-1.0763973,29.460749,257.3125,1.5625,-91.4375,-27.858438,18.55,-41.05313
33,3,29.50801,83,-0.57187843,259.0625,90,85,85,3.0040436,9.377675,29.50801,259.0625,1.5,-91.5625,-27.303785,18.54,-41.058075
45,3,29.675467,83,-0.56103325,260.875,90,85,85,-4.2723074,6.6410403,29.675467,260.875,1.3125,-91.8125,-27.303785,18.54,-41.098816
59,3,29.48292,83,-0.54989815,263.75,90,85,85,-1.9234731,0.79316103,29.48292,263.75,0.875,-91.625,-27.303785,18.54,-41.087982
72,3,29.345646,83,-0.53853416,265.6875,90,85,85,2.6836622,2.6381216,29.345646,265.6875,0.6875,-91.5,-27.303785,18.54,-41.076843
84,3,29.44949,83,-0.52700424,268.1875,90,85,85,-1.1870987,2.9084685,29.44949,268.1875,0.5,-91.5625,-27.303785,18.54,-41.06546
96,3,29.581476,83,-0.47297478,271.1875,90,85,85,-6.1468387,0.9322462,29.581476,271.1875,0.375,-91.6875,-26.126175,18.54,-41.053925
109,3,29.342613,83,-0.40472984,276.75,90,85,85,0.95683485,-3.8930821,29.342613,276.75,0.0625,-91.625,-26.126175,18.54,-40.99991
122,3,29.173487,83,-0.3215332,278.25,90,85,85,10.201703,8.115439,29.173487,278.25,0.125,-91.4375,-26.126175,18.54,-40.93167
150,3,29.331423,83,-0.22431183,280.375,90,85,85,1.7245011,-0.83275574,29.331423,280.375,-0.1875,-91.4375,-26.126175,18.54,-40.84848
164,3,29.35484,83,0.006565094,279.125,90,85,85,0.96341866,-0.7011369,29.35484,279.125,-0.25,-91.5,-24.769854,18.54,-40.75125
179,3,29.382956,83,0.30628395,278.3125,90,85,85,-0.18938455,1.9140713,29.382956,278.3125,-0.25,-91.5625,-24.769854,18.54,-40.520355
191,3,29.305643,83,0.6490631,278.375,90,85,85,2.8749638,-1.5697249,29.305643,278.375,-0.6875,-92.4375,-24.769854,18.54,-40.220642
204,3,29.271202,83,0.9906788,279.5,90,85,85,2.928678,0.10051034,29.271202,279.5,-1,-93.125,-24.769854,18.54,-39.87787
219,3,29.160385,83,1.7142925,281.375,90,85,85,4.3263664,-0.03869968,29.160385,281.375,-1.5,-94.0625,-22.878532,18.54,-39.536255
231,3,29.103277,83,2.436798,287.8125,90,85,85,4.746169,1.4670129,29.103277,287.8125,-3.125,-96.375,-22.878532,18.54,-38.812622
243,3,28.540741,83,3.006363,292.5625,90,85,85,7.9888234,2.8716316,28.540741,292.5625,-4.375,-97.5625,-22.878532,18.54,-38.09012
258,3,28.16176,83,3.390028,298.6875,90,85,85,9.408659,4.2850676,28.16176,298.6875,-5.875,-98.625,-22.878532,18.54,-37.52057
271,3,27.29379,83,3.6324444,315.375,90,85,85,12.610199,8.267289,27.29379,315.375,-10.1875,-99.9375,-22.878532,18.54,-37.1369
300,3,22.811071,83,4.046175,352.5,90,85,85,23.873222,13.963046,22.811071,352.5,-19.3125,-96.125,-21.879055,18.55,-36.89447
312,3,17.045374,83,4.3595657,6.75,90,85,85,36.342964,11.696623,17.045374,6.75,-22.125,-92.25,-21.879055,18.55,-36.480743
327,3,13.5066805,83,4.580534,20.8125,90,85,85,42.9268,8.952292,13.5066805,20.8125,-23.9375,-87.1875,-21.879055,18.55,-36.16736
339,3,11.850686,83,4.732712,33.9375,90,85,85,44.97617,4.5346274,11.850686,33.9375,-24.375,-81.3125,-21.879055,18.55,-35.94638
351,3,9.894007,83,7.5106754,57.6875,90,85,85,46.193676,-1.7613137,9.894007,57.6875,-20.5,-70.0625,-9.515132,18.53,-35.79422
365,3,5.9225364,83,12.312083,69.125,90,85,85,52.668427,0.51320064,5.9225364,69.125,-15.9375,-65.625,-9.515132,18.53,-33.016266
380,3,6.6827884,83,15.615035,93.5625,90,85,85,50.77786,-12.596203,6.6827884,93.5625,-1.8125,-61.6875,-9.515132,18.53,-28.214844
392,3,8.490536,83,16.78143,107,90,85,85,47.050625,-16.111135,8.490536,107,6,-63.1875,-9.515132,18.53,-24.911896
406,3,15.093899,83,17.158258,121.1875,90,85,85,30.212494,-42.3023,15.093899,121.1875,12.6875,-67.1875,-9.515132,18.53,-23.745514
420,3,21.557888,83,16.740257,153.875,90,85,85,13.854869,-48.221237,21.557888,153.875,19.875,-80,-11.101482,18.54,-23.368683
449,3,39.56227,83,16.504799,193.75,90,85,85,-37.33492,-21.169405,39.56227,193.75,18.375,-92,-11.101482,18.54,-23.786682
461,3,41.677986,83,16.366337,239.625,90,85,85,-42.16051,-0.93516576,41.677986,239.625,11.6875,-99.25,-11.101482,18.54,-24.022125
475,3,41.443233,83,16.880558,262.875,90,85,85,-29.050648,31.80975,41.443233,262.875,8.375,-101.5625,-8.54954,18.54,-24.160583
487,3,40.36107,83,17.326145,286.9375,90,85,85,-13.4108095,44.20004,40.36107,286.9375,4.5625,-103.125,-8.54954,18.54,-23.646362
499,3,37.833412,83,17.662094,311.75,90,85,85,4.8053155,48.53956,37.833412,311.75,0.25,-103.75,-8.54954,18.54,-23.200775
512,3,34.366856,83,17.896439,1,90,85,85,23.764273,47.13853,34.366856,1,-8.375,-100.8125,-8.54954,18.54,-22.864838
525,3,24.862883,83,18.055847,24.375,90,85,85,53.266567,24.703722,24.862883,24.375,-12,-97.25,-8.54954,18.54,-22.630493
537,3,20.108458,83,18.1651,46,90,85,85,60.838028,7.31412,20.108458,46,-14.375,-92.75,-8.54954,18.54,-22.4711
549,3,16.175571,83,19.42728,66,90,85,85,61.903587,-11.922958,16.175571,66,-15.125,-87.75,-2.5892255,18.52,-22.361847
562,3,13.149644,83,21.154049,102.375,90,85,85,57.034695,-30.13373,13.149644,102.375,-12.4375,-78.125,-2.5892255,18.52,-21.09964
590,3,11.269528,83,22.615704,149.1875,90,85,85,10.170102,-64.05189,11.269528,149.1875,1.6875,-69.3125,-2.5892255,18.52,-19.372894
602,3,19.087841,83,24.411278,163.0625,90,85,85,-25.350407,-56.319225,19.087841,163.0625,8.5,-69.9375,-0.44649878,18.52,-17.911224
617,3,25.755524,83,25.469292,176.9375,90,85,85,-37.9879,-44.062695,25.755524,176.9375,15,-73.3125,-0.44649878,18.52,-16.115631
631,3,33.003143,83,25.971415,208.4375,90,85,85,-45.14628,-27.894703,33.003143,208.4375,21.9375,-87.1875,-0.44649878,18.52,-15.057617
643,3,44.137794,83,26.213257,227.75,90,85,85,-40.82379,8.568687,44.137794,227.75,21,-95.25,-0.44649878,18.52,-14.555511
658,3,46.372746,83,26.342337,250,90,85,85,-29.841204,24.553465,46.372746,250,17.25,-102,-0.44649878,18.52,-14.31366
671,3,45.96599,83,28.264235,303.5,90,85,85,-14.376321,36.490993,45.96599,303.5,4.25,-109.25,7.066581,18.52,-14.18457
683,3,37.82381,83,30.747044,332.5625,90,85,85,22.868519,43.11493,37.82381,332.5625,-3.25,-109.1875,7.066581,18.52,-12.262665
695,3,31.040268,83,32.491337,0.375,90,85,85,40.059307,37.096924,31.040268,0.375,-10.3125,-106.375,7.066581,18.52,-9.779877
710,3,23.886553,83,33.30569,25.1875,90,85,85,53.508957,25.517332,23.886553,25.1875,-15.625,-101.125,7.066581,18.52,-8.0355835
739,3,9.419215,83,35.04303,83.5625,90,85,85,59.285732,-27.665062,9.419215,83.5625,-17.5625,-81.1875,10.461994,18.51,-7.221222
751,3,7.6759486,83,36.19477,115.375,90,85,85,48.873817,-44.21415,7.6759486,115.375,-9.5625,-71.375,10.461994,18.51,-5.4838867
763,3,10.018553,83,36.778473,130,90,85,85,15.501759,-63.375546,10.018553,130,-3.625,-68.9375,10.461994,18.51,-4.3321533
777,3,14.098164,83,37.06378,144.375,90,85,85,-3.5597386,-63.75998,14.098164,144.375,2.6875,-68.5,10.461994,18.51,-3.7484436
789,3,19.54933,83,37.214874,158.75,90,85,85,-21.168781,-57.79224,19.54933,158.75,9.0625,-70.0625,10.461994,18.51,-3.4631348
802,3,25.960367,83,38.632404,188.75,90,85,85,-35.12502,-46.236687,25.960367,188.75,19.1875,-79.4375,15.6873665,18.5,-3.3120422
815,3,38.925602,83,40.20459,205.6875,90,85,85,-46.114563,-12.161073,38.925602,205.6875,21.125,-86.875,15.6873665,18.5,-1.8945007
830,3,43.386276,83,41.329266,225.125,90,85,85,-42.151096,6.513602,43.386276,225.125,20.125,-94.5,15.6873665,18.5,-0.32232666
842,3,25.518847,83,41.937885,272.5625,90,85,85,-35.94715,30.078232,25.518847,272.5625,11.0625,-105.375,15.6873665,18.5,0.8023071
855,3,15.252484,83,42.246082,299.6875,90,85,85,-5.704788,50.610207,15.252484,299.6875,4.625,-107.8125,15.6873665,18.5,1.4109497
884,3,-7.9580865,83,43.825695,20.75,90,85,85,28.192225,49.593594,-7.9580865,20.75,-14.5,-102,20.316319,18.49,1.7191467
895,3,-23.647394,83,45.304634,43.4375,90,85,85,49.664852,22.136082,-23.647394,43.4375,-18.3125,-96.125,20.316319,18.49,3.2987366
911,3,-30.217924,83,46.230972,63.6875,90,85,85,52.22731,4.278538,-30.217924,63.6875,-19.875,-89.25,20.316319,18.49,4.7776794
923,3,-37.608795,83,46.706566,98.1875,90,85,85,48.43434,-12.27839,-37.608795,98.1875,-16.1875,-75.625,20.316319,18.49,5.70401
935,3,-37.51366,83,49.031006,113.1875,90,85,85,24.225803,-42.714508,-37.51366,113.1875,-11,-70.8125,26.399542,18.47,6.1796265
947,3,-40.910847,83,51.176064,127.25,90,85,85,5.004928,-48.27767,-40.910847,127.25,-4.5,-68.1875,26.399542,18.47,8.504059
961,3,-27.962152,83,52.34709,155.5,90,85,85,-11.163881,-51.83692,-27.962152,155.5,8.75,-69.3125,26.399542,18.47,10.649109
974,3,-18.33271,83,52.858047,170.25,90,85,85,-43.593506,-34.696957,-18.33271,170.25,14.4375,-73.0625,26.399542,18.47,11.820129
986,3,-11.612602,83,53.09117,185.9375,90,85,85,-52.868004,-19.34651,-11.612602,185.9375,18.5625,-78.6875,26.399542,18.47,12.331085
998,3,-7.2668204,83,55.099472,203.0625,90,85,85,-56.495213,-0.93393373,-7.2668204,203.0625,20.625,-85.5625,32.760715,18.47,12.564209
1028,3,2.5258763,83.075775,57.213646,267.6875,90,85,85,-29.479534,46.185654,2.5258763,267.6875,12.625,-104.5,32.760715,18.47,14.57251
1040,3,0.36646584,83.08017,58.51868,294.4375,90,85,85,-12.091486,53.909977,0.36646584,294.4375,6.25,-107.5625,32.760715,18.47,16.938416
1052,3,-6.135763,83.00654,59.122948,350.1875,90,85,85,6.0422835,56.0439,-6.135763,350.1875,-7.3125,-106.5625,32.760715,18.47,18.257996
1065,3,-19.064941,82.7587,61.497116,15.9375,90,85,85,38.108105,40.805397,-19.064941,15.9375,-13,-102.875,38.345013,18.47,18.617767
1079,3,-23.7572,82.426094,63.439964,39.25,90,85,85,48.356094,25.281483,-23.7572,39.25,-17.1875,-97.5,38.345013,18.47,20.167938
1092,3,-28.899946,82.05039,64.43115,60.1875,90,85,85,52.38418,7.3020363,-28.899946,60.1875,-19.375,-90.8125,38.345013,18.47,21.008606
1104,3,-36.552986,81.611755,64.86297,95.375,90,85,85,49.689415,-9.408243,-36.552986,95.375,-16.625,-76.8125,38.345013,18.47,20.759094
1118,3,-39.01748,81.06551,66.982635,110.5625,90,85,85,26.583786,-40.600822,-39.01748,110.5625,-11.8125,-71.6875,43.852524,18.47,19.737915
1133,3,-35.852806,80.527725,68.83854,139,90,85,85,9.731994,-49.12179,-35.852806,139,1,-67.6875,43.852524,18.46,20.041412
1145,3,-27.035166,80.2033,69.857925,153.125,90,85,85,-26.887283,-46.692783,-27.035166,153.125,7.6875,-68.9375,43.852524,18.46,20.10205
1174,3,-13.7146,79.80558,70.3223,200.1875,90,85,85,-51.262955,-20.975203,-13.7146,200.1875,20.1875,-84.625,43.852524,18.46,20.034637
1186,3,-4.3111496,79.753845,72.563385,219.0625,90,85,85,-54.4781,14.558214,-4.3111496,219.0625,20.0625,-91.625,49.610508,18.45,19.169739
1197,3,-2.4205961,79.72722,74.540375,240.125,90,85,85,-46.42069,31.892717,-2.4205961,240.125,17.6875,-98.125,49.610508,18.45,21.23877
1212,3,0.66974986,79.73727,75.60935,263.625,90,85,85,-32.52025,44.865166,0.66974986,263.625,13.4375,-103.4375,49.610508,18.45,23.127289
1224,3,-0.15836462,79.73537,76.08471,317.4375,90,85,85,-14.602057,54.199535,-0.15836462,317.4375,0.8125,-108.1875,49.610508,18.45,24.229584
1236,3,-10.257581,79.612274,76.30685,345.3125,90,85,85,21.015577,52.36845,-10.257581,345.3125,-5.9375,-107.125,49.610508,18.45,24.6987
1248,3,-16.311138,79.41654,77.72318,11.75,90,85,85,36.32876,42.613216,-16.311138,11.75,-12.0625,-103.9375,54.07261,18.45,24.511322
1262,3,-23.151058,79.09243,79.075836,35.6875,90,85,85,46.968197,28.23495,-23.151058,35.6875,-16.75,-98.75,54.07261,18.45,25.275696
1275,3,-29.754225,78.70563,79.96073,75.75,90,85,85,52.442154,11.80195,-29.754225,75.75,-19.5,-84.8125,54.07261,18.45,25.546478
1286,3,-36.461937,78.30454,80.43505,92.5625,90,85,85,42.788483,-25.157845,-36.461937,92.5625,-17.125,-78,54.07261,18.45,25.13678
1315,3,-30.610907,77.416824,82.53761,136.9375,90,85,85,-5.079929,-51.90884,-30.610907,136.9375,-0.375,-67.9375,59.56013,18.44,24.264801
1328,3,-29.73714,77.03024,84.44767,151.0625,90,85,85,-24.381319,-47.307713,-29.73714,151.0625,6.1875,-68.5625,59.56013,18.44,23.37442
1340,3,-21.343346,76.774124,85.52008,165.375,90,85,85,-39.41172,-38.728935,-21.343346,165.375,12.5,-71.375,59.56013,18.44,23.990112
1352,3,-14.436139,76.60089,86.009636,180.375,90,85,85,-50.51063,-24.737247,-14.436139,180.375,17.5,-76.5,59.56013,18.44,24.20288
1365,3,-7.0287495,76.509514,86.24089,215.25,90,85,85,-54.927116,-6.9000545,-7.0287495,215.25,20.625,-90.75,59.56013,18.44,24.110107
1378,3,-0.8926565,76.49791,87.8352,236.125,90,85,85,-47.910427,28.646788,-0.8926565,236.125,18.375,-97.5625,64.59164,18.44,24.033875
1390,3,0.1761387,76.50002,89.41109,259.5,90,85,85,-35.269375,42.989944,0.1761387,259.5,14.125,-102.9375,64.59164,18.44,25.58899
1402,3,0.1882611,76.50228,90.426414,285.25,90,85,85,-18.484856,52.239563,0.1882611,285.25,8.4375,-106.625,64.59164,18.44,27.171997
1415,3,-4.240575,76.44715,90.94689,340.75,90,85,85,0.5171533,57.09296,-4.240575,340.75,-4.9375,-107.5,64.59164,18.44,28.195007
1427,3,-16.15824,76.25325,91.20844,7.3125,90,85,85,33.791134,44.86807,-16.15824,7.3125,-11,-104.5625,64.59164,18.44,28.529877
1456,3,-30.984102,75.35471,92.90262,72.9375,90,85,85,51.728664,-5.132967,-30.984102,72.9375,-19.6875,-86.5625,69.86856,18.44,28.137787
1470,3,-36.50365,74.843666,94.60135,90.3125,90,85,85,44.43968,-22.189333,-36.50365,90.3125,-18.125,-79.375,69.86856,18.44,26.790436
1484,3,-39.03504,74.29717,95.68367,120.3125,90,85,85,31.827507,-36.541138,-39.03504,120.3125,-8.125,-69.4375,69.86856,18.44,26.758698
1496,3,-30.213943,73.93461,96.22482,134.3125,90,85,85,-1.5784923,-52.151608,-30.213943,134.3125,-1.375,-67.8125,69.86856,18.44,25.997284
1510,3,-26.051006,73.56989,98.01077,148.4375,90,85,85,-20.175722,-49.787937,-26.051006,148.4375,5.3125,-68.375,74.12008,18.43,25.311035
1524,3,-21.537579,73.268364,99.44101,177.875,90,85,85,-36.76467,-41.02917,-21.537579,177.875,16.625,-75.5625,74.12008,18.43,25.858673
1536,3,-7.953348,73.17292,100.23338,194,90,85,85,-55.11484,-10.974962,-7.953348,194,19.9375,-81.9375,74.12008,18.43,26.262451
1547,3,-2.0691562,73.15016,100.61964,211.9375,90,85,85,-55.147617,7.24985,-2.0691562,211.9375,20.8125,-89.25,74.12008,18.43,26.729523
1562,3,1.3250986,73.17004,100.81651,232.1875,90,85,85,-49.021687,25.08527,1.3250986,232.1875,19.125,-96.375,74.12008,18.43,27.038147
1575,3,2.5239918,73.20285,102.28251,280.4375,90,85,85,-36.55408,41.110306,2.5239918,280.4375,9.6875,-106.3125,79.068954,18.43,27.302856
1603,3,-5.5141788,73.048454,103.79966,336,90,85,85,15.633155,53.69643,-5.5141788,336,-3.75,-108.125,79.068954,18.43,28.880737
1615,3,-13.507385,72.88637,104.830025,27.8125,90,85,85,32.366924,47.367886,-13.507385,27.8125,-15.3125,-100.875,79.068954,18.43,29.871063
1628,3,-25.383072,72.55639,105.37777,49.875,90,85,85,51.395767,16.518814,-25.383072,49.875,-18.5625,-94.6875,79.068954,18.43,30.347809
1640,3,-30.491426,72.19049,107.28118,69.5625,90,85,85,52.197414,-1.9195535,-30.491426,69.5625,-19.5625,-87.75,83.666885,18.43,29.77359
1652,3,-33.685207,71.819954,108.861046,87.1875,90,85,85,46.695396,-19.979027,-33.685207,87.1875,-18.25,-80.8125,83.666885,18.43,30.437927
1665,3,-35.65592,71.32077,109.73561,118.1875,90,85,85,35.273247,-35.248253,-35.65592,118.1875,-9.4375,-70.5625,83.666885,18.43,30.7594
1676,3,-33.191372,70.955666,110.152054,132.4375,90,85,85,1.0871581,-51.171917,-33.191372,132.4375,-3,-68.25,83.666885,18.43,29.933044
1688,3,-28.550934,70.61305,110.35909,146.3125,90,85,85,-17.48562,-50.10814,-28.550934,146.3125,3.875,-68.125,83.666885,18.43,29.101135
1699,3,-21.323627,70.378494,111.73585,160.375,90,85,85,-33.87658,-43.275826,-21.323627,160.375,10.4375,-70.4375,88.17862,18.43,28.133514
1714,3,-14.339305,70.16341,113.0971,175.125,90,85,85,-46.67123,-30.831158,-14.339305,175.125,15.875,-74.875,88.17862,18.43,28.70874
1742,3,2.049654,70.220795,114.01356,228.6875,90,85,85,-50.25915,21.74908,2.049654,228.6875,19.3125,-95.375,88.17862,18.43,29.339691
1753,3,2.8647597,70.252304,114.511475,251.1875,90,85,85,-39.588367,37.70973,2.8647597,251.1875,15.6875,-101.5,88.17862,18.43,30.451202
1766,3,1.3940233,70.270424,116.30959,303.3125,90,67,67,-23.719252,50.290062,1.3940233,303.3125,4,-107.875,92.68013,18.42,31.056183
1777,3,-5.9085093,70.20543,117.84208,331.0625,90,54,54,12.268089,54.738777,-5.9085093,331.0625,-2.5,-107.875,92.68013,18.42,20.292816
1788,3,-10.702344,70.0877,118.71792,358.125,90,54,54,29.459352,47.76138,-10.702344,358.125,-8.75,-105.875,92.68013,18.42,1.1627502
1799,3,-16.777988,69.903145,119.14433,23.375,90,53,53,42.874557,35.49406,-16.777988,23.375,-14.125,-102,92.68013,18.42,0.65008545
1813,3,-22.560678,69.587296,119.358475,46.1875,90,53,53,51.08633,19.18934,-22.560678,46.1875,-17.9375,-96.3125,92.68013,18.42,0.02029419
1826,3,-30.589787,69.220215,121.02068,84.625,90,54,54,53.082436,2.4719765,-30.589787,84.625,-18.875,-82.1875,98.17791,18.42,-0.52267456
1837,3,-38.353447,68.75997,122.72528,100.6875,90,53,53,36.838577,-32.05826,-38.353447,100.6875,-15.625,-75.8125,98.07335,18.42,0.9084778
1848,3,-38.18593,68.33993,123.84035,115.5625,90,53,53,21.756992,-43.882782,-38.18593,115.5625,-10.3125,-71.25,98.07335,18.42,0.59451294
1876,3,-33.58508,67.39954,124.40464,157.9375,90,53,53,-14.653153,-48.735416,-33.58508,157.9375,9.1875,-70.5625,98.07335,18.42,0.13867188
1887,3,-24.142612,67.13397,124.68191,172.75,90,55,55,-46.82712,-30.742538,-24.142612,172.75,14.6875,-74.3125,98.07335,18.42,-1.6098022
1898,3,-18.232872,66.93341,125.262924,188.5625,90,54,54,-55.40694,-14.616953,-18.232872,188.5625,18.625,-79.75,99.51398,18.42,1.6551208
1911,3,-7.0592036,66.841644,125.67957,205.9375,90,54,54,-56.49688,1.8220141,-7.0592036,205.9375,20.375,-86.4375,99.51398,18.42,0.30795288
1925,3,5.8718295,66.92385,125.95243,225.625,90,54,54,-50.646477,17.423258,5.8718295,225.625,19.4375,-93.3125,99.51398,18.42,0.23703003
1936,3,-29.875452,66.59522,126.127594,271.8125,90,53,53,-46.895134,45.406185,-29.875452,271.8125,11.875,-103.125,99.51398,18.42,0.46166992
1947,3,-19.673817,66.37881,126.242256,297.1875,90,54,54,-10.7944355,53.549957,-19.673817,297.1875,6.625,-105.5625,99.51398,18.42,-0.65930176
1959,3,-27.270815,66.05156,127.11,322.875,90,54,54,4.042242,59.92763,-27.270815,322.875,1.375,-106.9375,103.2906,18.42,-0.48913574
1973,3,-35.2784,65.55766,128.09018,350.3125,90,54,54,22.413591,56.022915,-35.2784,350.3125,-5.0625,-106,103.2906,18.42,0.010620117
1986,3,-46.60021,64.95186,128.90045,40.5625,90,54,54,35.11494,45.440083,-46.60021,40.5625,-15.9375,-97.3125,103.2906,18.42,-0.21505737
2015,3,-64.75063,63.07409,129.43213,98,90,55,55,40.083164,-5.634724,-64.75063,98,-17.0625,-74.75,103.2906,18.42,-0.6528015
2027,3,-67.423546,62.265007,131.24188,113.375,90,60,60,30.698565,-20.145565,-67.423546,113.375,-12.375,-68.625,107.83728,18.41,-4.112442
2038,3,-65.78301,61.541393,132.8625,127.5625,90,58,58,-3.00828,-38.90112,-65.78301,127.5625,-5.75,-65,107.83728,18.41,3.382843
2048,3,-60.717293,60.93422,133.81186,141.625,90,58,58,-20.977695,-39.395615,-60.717293,141.625,1.25,-63.75,107.83728,18.41,0.5496826
2061,3,-55.854454,60.20811,134.27321,155.6875,90,58,58,-38.13244,-32.901836,-55.854454,155.6875,8.4375,-64.5,107.83728,18.41,-0.4987793
2074,3,-48.973072,59.57146,134.50185,169.9375,90,59,59,-51.628963,-21.364492,-48.973072,169.9375,15.1875,-67.5625,107.83728,18.41,-1.6755981
2087,3,-42.017406,59.025234,135.89427,201.6875,90,61,61,-58.932056,-5.018093,-42.017406,201.6875,23.5625,-79.75,112.261925,18.41,-1.921936
2098,3,-35.75577,58.63192,137.24045,219.625,90,61,61,-60.900536,13.075295,-35.75577,219.625,24.3125,-88.0625,112.261925,18.41,-0.67852783
2109,3,-27.95817,58.32438,138.13184,240.75,90,61,61,-47.53776,45.469276,-27.95817,240.75,21.6875,-95.5625,112.261925,18.41,0.027801514
2122,3,-27.133194,57.97165,138.61317,264,90,61,61,-32.67869,57.333496,-27.133194,264,17.3125,-101.625,112.261925,18.41,0.038848877
2149,3,-38.8353,56.923096,140.50745,346.5,90,61,61,20.597864,58.209904,-38.8353,346.5,-3.5,-106.25,117.10949,18.4,-0.4961548
2161,3,-45.940624,56.371807,142.1664,14,90,63,63,33.759113,47.015186,-45.940624,14,-10.6875,-103.0625,117.10949,18.4,-1.2641602
2175,3,-53.090485,55.62854,143.11264,38.5,90,63,63,42.178585,31.675743,-53.090485,38.5,-16,-97.5625,117.10949,18.4,0.38568115
2187,3,-59.605297,54.913277,143.5641,79.5,90,64,64,45.236633,15.370283,-59.605297,79.5,-20.125,-82,117.10949,18.4,-1.0281067
2198,3,-64.98074,54.19849,143.78607,96.5625,90,65,65,40.767612,-2.5200315,-64.98074,96.5625,-17.875,-74.6875,117.10949,18.4,-2.0574646
2209,3,-68.65123,53.443325,143.90689,112.0625,90,67,67,15.51607,-30.870771,-68.65123,112.0625,-13.3125,-68.1875,117.10949,18.4,-2.9813232
2222,3,-65.842865,52.587368,144.94379,125.9375,90,69,69,-1.7479419,-38.23989,-65.842865,125.9375,-6.375,-64.1875,121.12856,18.4,-3.9598541
2236,3,-41.00891,52.054253,146.03743,139.875,90,71,71,-12.921769,-47.050865,-41.00891,139.875,0.875,-62.75,121.12856,18.4,-4.1767883
2246,3,-56.15975,51.436497,146.86444,167.0625,90,74,74,-37.27479,-33.43784,-56.15975,167.0625,15.9375,-66.875,121.12856,18.4,-3.2995148
2257,3,-10.217532,51.324104,147.36742,181.5,90,75,75,-38.657326,-38.428684,-10.217532,181.5,21.5625,-73.5,121.12856,18.4,-3.493576
2287,3,1.0848087,51.356647,148.84392,234.875,90,77,77,-53.21702,14.560402,1.0848087,234.875,23.75,-99.1875,124.72986,18.39,-2.6315308
2297,3,15.700051,51.51365,150.07335,258.75,90,78,78,-40.957912,27.881033,15.700051,258.75,18.1875,-106.6875,124.72986,18.39,-0.5812073
2308,3,3.47612,51.551888,150.80801,286.5625,90,77,77,-13.854878,53.117672,3.47612,286.5625,10.625,-110.9375,124.72986,18.39,1.4148254
2319,3,3.5476494,51.59091,151.19191,316.0625,90,76,76,5.7272406,54.040867,3.5476494,316.0625,2.875,-112.5,124.72986,18.39,2.072998
2331,3,8.274833,51.69021,151.39632,346.125,90,75,75,26.04212,46.4878,8.274833,346.125,-5.0625,-112.375,124.72986,18.39,2.2249756
2342,3,-0.7500096,51.681957,152.59946,15.5625,90,73,73,40.70388,37.523636,-0.7500096,15.5625,-13.1875,-109.625,128.73712,18.39,2.3190918
2352,3,-17.868704,51.50327,153.7771,41.6875,90,72,72,48.525673,26.610043,-17.868704,41.6875,-20.0625,-103.625,128.73712,18.39,2.942688
2366,3,-29.227627,51.09408,154.59468,63.4375,90,70,70,51.71932,10.82574,-29.227627,63.4375,-23.875,-95.125,128.73712,18.39,2.8261414
2378,3,-27.351633,50.76586,155.06116,99.125,90,69,69,53.005558,-9.101084,-27.351633,99.125,-22.75,-77.9375,128.73712,18.39,1.6832275
2389,3,-36.22517,50.367386,155.317,114.1875,90,69,69,43.466774,-24.160715,-36.22517,114.1875,-18.1875,-70.5,128.73712,18.39,0.52682495
2417,3,-32.28318,49.463455,156.53561,152.4375,90,69,69,-6.390997,-50.787163,-32.28318,152.4375,6,-63.8125,132.53049,18.39,-0.6246948
2428,3,-24.109083,49.198254,157.68048,165.9375,90,72,72,-22.765123,-47.449844,-24.109083,165.9375,13.375,-67.125,132.53049,18.39,-2.017273
2439,3,-13.219048,49.052845,158.45297,180.25,90,72,72,-50.72421,-23.79336,-13.219048,180.25,19.5,-72.4375,132.53049,18.39,-0.4580078
2450,3,-7.385959,48.9716,158.88951,195.1875,90,72,72,-56.001606,-6.0850353,-7.385959,195.1875,24,-79.6875,132.53049,18.39,-0.044708252
2461,3,11.243962,49.095284,159.12973,211.6875,90,72,72,-51.471657,6.839314,11.243962,211.6875,25.8125,-89.0625,132.53049,18.39,0.14486694
2475,3,15.244311,49.308704,159.84366,231.4375,90,72,72,-43.852028,24.106571,15.244311,231.4375,23.625,-98.6875,134.6014,18.39,0.7444458
2488,3,11.565416,49.44749,160.4255,282.4375,90,70,70,-32.229477,40.267437,11.565416,282.4375,11.0625,-110.5625,134.6014,18.39,1.9669495
2498,3,14.2582655,49.604332,160.82664,311.9375,90,69,69,-13.66781,49.33201,14.2582655,311.9375,3.1875,-112.6875,134.6014,18.39,2.3961792
2509,3,14.35121,49.762196,161.08302,342.5625,90,68,68,5.8414073,51.632458,14.35121,342.5625,-5.1875,-112.625,134.6014,18.39,2.6098633
2519,3,-6.0539317,49.701656,161.24573,12.25,90,66,66,36.670353,41.90455,-6.0539317,12.25,-13.625,-109.6875,134.6014,18.39,2.6156006
2546,3,-27.101643,48.969913,162.32864,59.8125,90,65,65,51.520767,13.514602,-27.101643,59.8125,-24.1875,-94.875,138.79234,18.37,1.7990723
2557,3,-24.510122,48.700302,163.52246,78.4375,90,65,65,53.5438,-7.553544,-24.510122,78.4375,-24.8125,-85.75,138.79234,18.37,0.18835449
