time,state,accel,vel,alt,roll,s1,s2,s3,ax,ay,az,gx,gy,gz,baro,temp,target
6358,3,-15.164621,3.8206282,255.05672,89.8125,90,90,90,6.5413785,3.689113,-15.164621,89.8125,-57.5,-92.1875,228.31844,18.33,-3.026062
6365,3,-16.192085,3.6910915,255.08792,95.875,90,90,90,6.1375456,2.1346245,-16.192085,95.875,-56.3125,-73.8125,228.31844,18.33,-3.036621
6372,3,-15.995015,3.5791264,255.11633,101,90,90,90,6.9028316,3.569556,-15.995015,101,-51.75,-58.5625,228.31844,18.33,-3.059784
6398,3,-17.393478,3.126896,255.12651,109.375,90,90,90,3.3993604,-2.6550612,-17.393478,109.375,-36.6875,-40.25,228.13597,18.33,-3.0783691
6405,3,-17.121784,3.0070434,255.13531,112.9375,90,90,90,2.146806,-4.025784,-17.121784,112.9375,-27.625,-35.375,228.13597,18.33,-3.2580872
6413,3,-16.889011,2.8719313,255.143,116.1875,90,90,90,2.8803334,-2.6237156,-16.889011,116.1875,-18.1875,-32.25,228.13597,18.33,-3.2996063
6420,3,-16.511574,2.7563503,255.14975,116.1875,90,90,90,0.864451,-5.200264,-16.511574,116.1875,-18.1875,-32.25,228.13597,18.33,-3.340866
6430,3,-15.587785,2.6004725,255.1557,119.3125,90,90,90,-0.47860128,-6.069031,-15.587785,119.3125,-8.5,-30.5,228.13597,18.33,-3.3705597
6440,3,-14.535961,2.455113,255.161,122.25,90,90,90,-1.6401156,-6.644171,-14.535961,122.25,1.125,-29.75,228.13597,18.33,-3.4137268
6450,3,-13.316362,2.3219492,255.16571,125.0625,90,90,90,-2.736098,-6.96995,-13.316362,125.0625,10.875,-29.9375,228.13597,18.33,-3.4542542
6457,3,-11.979172,2.238095,255.16994,127.9375,90,90,90,-3.72528,-7.038469,-11.979172,127.9375,20.5,-31.125,228.13597,18.33,-3.4915009
6464,3,-10.58513,2.163999,255.18437,130.75,90,90,90,-4.5185146,-6.7914023,-10.58513,130.75,29.875,-33.5,228.31946,18.34,-3.5137177
6472,3,-10.58513,2.089903,255.19798,133.6875,90,90,90,-4.5185146,-6.7914023,-10.58513,133.6875,38.9375,-37.4375,228.31946,18.34,-3.522644
6497,3,-6.6173944,1.9178509,255.21077,140,90,90,90,-5.7031975,-4.8490095,-6.6173944,140,54.8125,-53.125,228.31946,18.34,-3.5323792
6504,3,-5.5832334,1.8787682,255.22276,143.5625,90,90,90,-5.600532,-3.9265263,-5.5832334,143.5625,60.5,-67.5,228.31946,18.34,-3.5690765
6511,3,-5.5832334,1.8396856,255.23398,147.625,90,90,90,-5.600532,-3.9265263,-5.5832334,147.625,63.25,-86.8125,228.31946,18.34,-3.5653076
6518,3,-4.643154,1.8071835,255.24445,147.625,90,90,90,-5.4219823,-2.8330584,-4.643154,147.625,63.25,-86.8125,228.31946,18.34,-3.5623016
6526,3,-3.911359,1.7758926,255.26126,152.1875,90,90,90,-5.0090785,-1.7111325,-3.911359,152.1875,62.3125,-107.5,228.4459,18.34,-3.55867
6533,3,-3.8022435,1.7492769,255.2755,157.6875,90,90,90,-4.1069775,-0.40027478,-3.8022435,157.6875,57.9375,-124.4375,228.41301,18.34,-3.5484314
6542,3,-3.3422735,1.7191964,255.28896,164.375,90,90,90,-4.474347,-0.5423727,-3.3422735,164.375,51.4375,-136.1875,228.41301,18.34,-3.539795
6551,3,-3.058466,1.6916703,255.30165,173,90,90,90,-3.7597213,0.4515053,-3.058466,173,43.6875,-143.9375,228.41301,18.34,-3.5326538
6558,3,-2.9540093,1.6709923,255.31358,173,90,90,90,-3.038227,1.5025461,-2.9540093,173,43.6875,-143.9375,228.41301,18.34,-3.5257416
6565,3,-3.0518382,1.6496294,255.32477,184.5625,90,90,90,-2.1985211,2.501935,-3.0518382,184.5625,35.25,-149.125,228.41301,18.34,-3.5181732
6591,3,-3.8163075,1.5504054,255.35263,117.5,90,90,90,-0.53171295,3.8725634,-3.8163075,117.5,17.375,-154.75,228.72552,18.34,-3.5114746
6601,3,-4.422861,1.5061768,255.38048,119.625,90,90,90,0.27700332,4.5321584,-4.422861,119.625,8.3125,-156.125,228.72552,18.34,-3.5044708
6608,3,-5.142627,1.4701785,255.40797,121.6875,90,90,90,1.0232329,4.9803357,-5.142627,121.6875,-0.75,-156.75,228.72552,18.34,-3.4859314
6615,3,-5.9192247,1.428744,255.4348,123.6875,90,90,90,1.6723413,5.251579,-5.9192247,123.6875,-9.875,-156.8125,228.72552,18.34,-3.4660034
6622,3,-5.9192247,1.3873094,255.46068,125.5625,90,90,90,1.6723413,5.251579,-5.9192247,125.5625,-18.9375,-156.25,228.72552,18.34,-3.447876
6631,3,-6.79978,1.3261114,255.4854,127.4375,90,90,90,2.259822,5.3094635,-6.79978,127.4375,-27.875,-154.9375,228.72552,18.34,-3.430725
6641,3,-7.690004,1.2492114,255.50882,127.4375,90,90,90,2.7170722,5.327031,-7.690004,127.4375,-27.875,-154.9375,228.72552,18.34,-3.418869
6651,3,-8.632973,1.1628817,255.53084,129.25,90,90,90,3.1039205,5.223308,-8.632973,129.25,-36.6875,-152.75,228.72552,18.34,-3.411621
6658,3,-9.600377,1.095679,255.52312,77.4375,90,90,90,3.4405468,5.0158844,-9.600377,77.4375,-45.25,-149.25,228.3205,18.34,-3.4077606
